"drug","cell_line","tissue_type","ic50","source"
"GW441756","EW22","BONE","60.61","COSMIC"
"GW441756","EW24","BONE","113.76","COSMIC"
"GW441756","EW3","BONE","154.51","COSMIC"
"GW441756","FADU","UPPER:AERODIGESTIVE:TRACT","76.39","COSMIC"
"GW441756","FTC133","THYROID","240.69","COSMIC"
"GW441756","G361","SKIN","0.21","COSMIC"
"GW441756","G401","KIDNEY","164.81","COSMIC"
"GW441756","G402","SOFT:TISSUE","8.26","COSMIC"
"GW441756","GAK","SKIN","45.22","COSMIC"
"GW441756","GAMG","CENTRAL:NERVOUS:SYSTEM","54.04","COSMIC"
"GW441756","GB1","CENTRAL:NERVOUS:SYSTEM","48.68","COSMIC"
"GW441756","GCIY","GI:TRACT","229.22","COSMIC"
"GW441756","GCT","SOFT:TISSUE","47.29","COSMIC"
"GW441756","GI1","CENTRAL:NERVOUS:SYSTEM","26.89","COSMIC"
"GW441756","GIMEN","CENTRAL:NERVOUS:SYSTEM","105.77","COSMIC"
"GW441756","GMS10","CENTRAL:NERVOUS:SYSTEM","177.85","COSMIC"
"GW441756","GOTO","CENTRAL:NERVOUS:SYSTEM","16.39","COSMIC"
"GW441756","GP5d","GI:TRACT","110.50","COSMIC"
"GW441756","GRST","BLOOD","137.71","COSMIC"
"GW441756","GT3TKB","GI:TRACT","139.80","COSMIC"
"GW441756","H4","CENTRAL:NERVOUS:SYSTEM","39.91","COSMIC"
"GW441756","H9","BLOOD","133.37","COSMIC"
"GW441756","HAL01","BLOOD","85.98","COSMIC"
"GW441756","HC1","BLOOD","114.31","COSMIC"
"GW441756","HCC1187","BREAST","18.70","COSMIC"
"GW441756","HCC1395","BREAST","5.88","COSMIC"
"GW441756","HCC1419","BREAST","15.66","COSMIC"
"GW441756","HCC1569","BREAST","194.45","COSMIC"
"GW441756","HCC1806","BREAST","21.49","COSMIC"
"GW441756","HCC1937","BREAST","120.10","COSMIC"
"GW441756","HCC1954","BREAST","41.54","COSMIC"
"GW441756","HCC2218","BREAST","135.70","COSMIC"
"GW441756","HCC2998","GI:TRACT","99.91","COSMIC"
"GW441756","HCC38","BREAST","127.95","COSMIC"
"GW441756","HCC70","BREAST","71.53","COSMIC"
"GW441756","HCE4","UPPER:AERODIGESTIVE:TRACT","70.05","COSMIC"
"GW441756","HCET","UPPER:AERODIGESTIVE:TRACT","64.38","COSMIC"
"GW441756","HCT116","GI:TRACT","54.44","COSMIC"
"GW441756","HCT15","GI:TRACT","73.57","COSMIC"
"GW441756","HDLM2","BLOOD","102.26","COSMIC"
"GW441756","HDMYZ","BLOOD","17.55","COSMIC"
"GW441756","HEC1","UTERUS","43.46","COSMIC"
"GW441756","HEL","BLOOD","107.57","COSMIC"
"GW441756","HEMCSS","BONE","0.77","COSMIC"
"GW441756","HGC27","GI:TRACT","42.16","COSMIC"
"GW441756","HH","BLOOD","117.83","COSMIC"
"GW441756","HL60","BLOOD","84.19","COSMIC"
"GW441756","HLE","LIVER","83.55","COSMIC"
"GW441756","HMVII","SKIN","23.30","COSMIC"
"GW441756","HN","UPPER:AERODIGESTIVE:TRACT","70.12","COSMIC"
"GW441756","HO1N1","UPPER:AERODIGESTIVE:TRACT","9.04","COSMIC"
"GW441756","HOP62","LUNG","0.32","COSMIC"
"GW441756","HOP92","LUNG","30.23","COSMIC"
"GW441756","HOS","BONE","71.65","COSMIC"
"GW441756","HPAFII","PANCREAS","91.06","COSMIC"
"GW441756","Hs578T","BREAST","220.76","COSMIC"
"GW441756","HSC2","UPPER:AERODIGESTIVE:TRACT","275.83","COSMIC"
"GW441756","HSC3","UPPER:AERODIGESTIVE:TRACT","59.73","COSMIC"
"GW441756","HSC4","UPPER:AERODIGESTIVE:TRACT","1.94","COSMIC"
"GW441756","HT1080","SOFT:TISSUE","208.40","COSMIC"
"GW441756","HT1197","BLADDER","153.53","COSMIC"
"GW441756","HT1376","BLADDER","51.05","COSMIC"
"GW441756","HT144","SKIN","102.24","COSMIC"
"GW441756","HT29","GI:TRACT","162.68","COSMIC"
"GW441756","HT3","UTERUS","10.98","COSMIC"
"GW441756","HT55","GI:TRACT","63.54","COSMIC"
"GW441756","HT","BLOOD","104.88","COSMIC"
"GW441756","HTCC3","THYROID","104.79","COSMIC"
"GW441756","HuCCT1","GI:TRACT","188.76","COSMIC"
"GW441756","HuH7","OTHER","52.44","COSMIC"
"GW441756","HuO3N1","BONE","87.66","COSMIC"
"GW441756","HuO9","BONE","77.73","COSMIC"
"GW441756","HuPT3","PANCREAS","17.29","COSMIC"
"GW441756","HuPT4","PANCREAS","99.26","COSMIC"
"GW441756","HUTU80","GI:TRACT","165.47","COSMIC"
"GW441756","IALM","LUNG","41.17","COSMIC"
"GW441756","IGR1","SKIN","116.67","COSMIC"
"GW441756","IGROV1","OVARY","9.02","COSMIC"
"GW441756","ISTMEL1","SKIN","241.36","COSMIC"
"GW441756","ISTMES1","LUNG","157.73","COSMIC"
"GW441756","ISTSL1","LUNG","109.28","COSMIC"
"GW441756","J82","BLADDER","38.24","COSMIC"
"GW441756","JAR","OTHER","0.97","COSMIC"
"GW441756","JEG3","OTHER","174.51","COSMIC"
"GW441756","JRT3T35","BLOOD","142.33","COSMIC"
"GW441756","JVM2","BLOOD","72.46","COSMIC"
"GW441756","JVM3","BLOOD","54.74","COSMIC"
"GW441756","K562","BLOOD","103.45","COSMIC"
"GW441756","K5","THYROID","2.00","COSMIC"
"GW441756","KALS1","CENTRAL:NERVOUS:SYSTEM","7.87","COSMIC"
"GW441756","KARPAS299","BLOOD","58.24","COSMIC"
"GW441756","KARPAS45","BLOOD","172.68","COSMIC"
"GW441756","KASUMI1","BLOOD","68.87","COSMIC"
"GW441756","KE37","BLOOD","164.77","COSMIC"
"GW441756","KG1","BLOOD","151.21","COSMIC"
"GW441756","KGN","OVARY","236.95","COSMIC"
"GW441756","KINGS1","CENTRAL:NERVOUS:SYSTEM","6.26","COSMIC"
"GW441756","KLE","UTERUS","37.98","COSMIC"
"GW441756","KM12","GI:TRACT","1.93","COSMIC"
"GW441756","KMH2","BLOOD","34.41","COSMIC"
"GW441756","KMOE2","BLOOD","124.60","COSMIC"
"GW441756","KNS42","CENTRAL:NERVOUS:SYSTEM","234.25","COSMIC"
"GW441756","KNS62","LUNG","23.51","COSMIC"
"GW441756","KNS81FD","CENTRAL:NERVOUS:SYSTEM","22.15","COSMIC"
"GW441756","KOSC2","UPPER:AERODIGESTIVE:TRACT","88.03","COSMIC"
"GW441756","KP4","PANCREAS","101.96","COSMIC"
"GW441756","KPNYN","CENTRAL:NERVOUS:SYSTEM","29.58","COSMIC"
"GW441756","KPNYS","CENTRAL:NERVOUS:SYSTEM","111.28","COSMIC"
"GW441756","KS1","CENTRAL:NERVOUS:SYSTEM","218.61","COSMIC"
"GW441756","KU1919","BLADDER","76.44","COSMIC"
"GW441756","KU812","BLOOD","141.03","COSMIC"
"GW441756","KURAMOCHI","OVARY","152.60","COSMIC"
"GW441756","KY821","BLOOD","144.74","COSMIC"
"GW441756","KYSE140","UPPER:AERODIGESTIVE:TRACT","19.33","COSMIC"
"GW441756","KYSE150","UPPER:AERODIGESTIVE:TRACT","201.84","COSMIC"
"GW441756","KYSE180","UPPER:AERODIGESTIVE:TRACT","26.27","COSMIC"
"GW441756","KYSE270","UPPER:AERODIGESTIVE:TRACT","124.49","COSMIC"
"GW441756","KYSE410","UPPER:AERODIGESTIVE:TRACT","190.95","COSMIC"
"GW441756","KYSE450","UPPER:AERODIGESTIVE:TRACT","65.35","COSMIC"
"GW441756","KYSE510","UPPER:AERODIGESTIVE:TRACT","40.92","COSMIC"
"GW441756","KYSE520","UPPER:AERODIGESTIVE:TRACT","52.01","COSMIC"
"GW441756","KYSE70","UPPER:AERODIGESTIVE:TRACT","47.99","COSMIC"
"GW441756","L363","BLOOD","57.14","COSMIC"
"GW441756","L428","BLOOD","149.30","COSMIC"
"GW441756","LAMA84","BLOOD","143.11","COSMIC"
"GW441756","LAN6","CENTRAL:NERVOUS:SYSTEM","64.84","COSMIC"
"GW441756","LB1047RCC","KIDNEY","4.10","COSMIC"
"GW441756","LB2241RCC","KIDNEY","139.74","COSMIC"
"GW441756","LB2518MEL","SKIN","217.55","COSMIC"
"GW441756","LB373MELD","SKIN","37.20","COSMIC"
"GW441756","LB771HNC","UPPER:AERODIGESTIVE:TRACT","11.57","COSMIC"
"GW441756","LB831BLC","BLADDER","45.12","COSMIC"
"GW441756","LC2ad","LUNG","22.80","COSMIC"
"GW441756","LCLC103H","LUNG","105.89","COSMIC"
"GW441756","LCLC97TM1","LUNG","245.07","COSMIC"
"GW441756","LK2","LUNG","18.12","COSMIC"
"GW441756","LN405","CENTRAL:NERVOUS:SYSTEM","100.25","COSMIC"
"GW441756","LNCaPCloneFGC","OTHER","69.67","COSMIC"
"GW441756","LoVo","GI:TRACT","90.80","COSMIC"
"GW441756","LOXIMVI","SKIN","16.36","COSMIC"
"GW441756","LS1034","GI:TRACT","264.89","COSMIC"
"GW441756","LS123","GI:TRACT","174.76","COSMIC"
"GW441756","LS411N","GI:TRACT","124.44","COSMIC"
"GW441756","LS513","GI:TRACT","35.46","COSMIC"
"GW441756","LU134A","LUNG","39.23","COSMIC"
"GW441756","LU135","LUNG","111.08","COSMIC"
"GW441756","LU139","LUNG","169.51","COSMIC"
"GW441756","LU65","LUNG","190.10","COSMIC"
"GW441756","LU99A","LUNG","44.04","COSMIC"
"GW441756","LXF289","LUNG","57.15","COSMIC"
"GW441756","M059J","CENTRAL:NERVOUS:SYSTEM","191.81","COSMIC"
"GW441756","M14","SKIN","188.08","COSMIC"
"GW441756","MC116","BLOOD","148.28","COSMIC"
"GW441756","MCF7","BREAST","22.13","COSMIC"
"GW441756","MCIXC","CENTRAL:NERVOUS:SYSTEM","132.24","COSMIC"
"GW441756","MDAMB157","BREAST","50.18","COSMIC"
"GW441756","MDAMB175VII","BREAST","11.62","COSMIC"
"GW441756","MDAMB231","BREAST","114.56","COSMIC"
"GW441756","MDAMB361","BREAST","24.30","COSMIC"
"GW441756","MDAMB415","BREAST","46.87","COSMIC"
"GW441756","MDAMB453","BREAST","32.68","COSMIC"
"GW441756","ME180","UTERUS","168.68","COSMIC"
"GW441756","MEG01","BLOOD","88.61","COSMIC"
"GW441756","MELHO","SKIN","149.80","COSMIC"
"GW441756","MELJUSO","SKIN","43.30","COSMIC"
"GW441756","Mewo","SKIN","38.49","COSMIC"
"GW441756","MFE280","UTERUS","57.99","COSMIC"
"GW441756","MFHino","SOFT:TISSUE","188.04","COSMIC"
"GW441756","MFM223","BREAST","98.61","COSMIC"
"GW441756","MG63","BONE","77.19","COSMIC"
"GW441756","MHHES1","BONE","21.32","COSMIC"
"GW441756","MHHNB11","CENTRAL:NERVOUS:SYSTEM","55.17","COSMIC"
"GW441756","MHHPREB1","BLOOD","51.67","COSMIC"
"GW441756","MIAPaCa2","PANCREAS","85.74","COSMIC"
"GW441756","MKN1","GI:TRACT","4.79","COSMIC"
"GW441756","MKN28","GI:TRACT","151.13","COSMIC"
"GW441756","MKN45","GI:TRACT","189.70","COSMIC"
"GW441756","MKN7","GI:TRACT","197.10","COSMIC"
"GW441756","ML2","BLOOD","85.74","COSMIC"
"GW441756","MLMA","BLOOD","127.18","COSMIC"
"GW441756","MMACSF","SKIN","53.69","COSMIC"
"GW441756","MN60","BLOOD","92.29","COSMIC"
"GW441756","MOLT13","BLOOD","142.47","COSMIC"
"GW441756","MOLT16","BLOOD","199.69","COSMIC"
"GW441756","MOLT4","BLOOD","19.59","COSMIC"
"GW441756","MoT","BLOOD","130.95","COSMIC"
"GW441756","MPP89","LUNG","16.42","COSMIC"
"GW441756","MS1","LUNG","84.06","COSMIC"
"GW441756","MSTO211H","LUNG","107.15","COSMIC"
"GW441756","MV411","BLOOD","0.30","COSMIC"
"GW441756","MZ1PC","PANCREAS","90.80","COSMIC"
"GW441756","MZ2MEL","SKIN","201.88","COSMIC"
"GW441756","MZ7mel","SKIN","131.59","COSMIC"
"GW441756","NB10","CENTRAL:NERVOUS:SYSTEM","2.92","COSMIC"
"GW441756","NB12","CENTRAL:NERVOUS:SYSTEM","157.40","COSMIC"
"GW441756","NB13","CENTRAL:NERVOUS:SYSTEM","111.21","COSMIC"
"GW441756","NB14","CENTRAL:NERVOUS:SYSTEM","3.95","COSMIC"
"GW441756","NB17","CENTRAL:NERVOUS:SYSTEM","4.14","COSMIC"
"GW441756","NB5","CENTRAL:NERVOUS:SYSTEM","294.51","COSMIC"
"GW441756","NB69","CENTRAL:NERVOUS:SYSTEM","44.65","COSMIC"
"GW441756","NB6","CENTRAL:NERVOUS:SYSTEM","55.77","COSMIC"
"GW441756","NB7","CENTRAL:NERVOUS:SYSTEM","1.98","COSMIC"
"GW441756","NBsusSR","CENTRAL:NERVOUS:SYSTEM","59.18","COSMIC"
"GW441756","NCIH1048","LUNG","88.97","COSMIC"
"GW441756","NCIH1092","LUNG","156.01","COSMIC"
"GW441756","NCIH1155","LUNG","146.47","COSMIC"
"GW441756","NCIH1299","LUNG","97.54","COSMIC"
"GW441756","NCIH1304","LUNG","110.36","COSMIC"
"GW441756","NCIH1355","LUNG","47.77","COSMIC"
"GW441756","NCIH1395","LUNG","27.69","COSMIC"
"GW441756","NCIH1437","LUNG","69.46","COSMIC"
"GW441756","NCIH1563","LUNG","6.75","COSMIC"
"GW441756","NCIH1573","LUNG","87.29","COSMIC"
"GW441756","NCIH1581","LUNG","80.00","COSMIC"
"GW441756","NCIH1623","LUNG","5.89","COSMIC"
"GW441756","NCIH1648","LUNG","41.81","COSMIC"
"GW441756","NCIH1650","LUNG","134.73","COSMIC"
"GW441756","NCIH1651","LUNG","95.85","COSMIC"
"GW441756","NCIH1666","LUNG","53.35","COSMIC"
"GW441756","NCIH1693","LUNG","54.82","COSMIC"
"GW441756","NCIH1703","LUNG","0.30","COSMIC"
"GW441756","NCIH1755","LUNG","43.57","COSMIC"
"GW441756","NCIH1770","LUNG","109.66","COSMIC"
"GW441756","NCIH1792","LUNG","92.82","COSMIC"
"GW441756","NCIH1793","LUNG","31.20","COSMIC"
"GW441756","NCIH1838","LUNG","60.69","COSMIC"
"GW441756","NCIH1975","LUNG","27.88","COSMIC"
"GW441756","NCIH1993","LUNG","134.22","COSMIC"
"GW441756","NCIH2009","LUNG","112.13","COSMIC"
"GW441756","NCIH2029","LUNG","36.28","COSMIC"
"GW441756","NCIH2030","LUNG","34.15","COSMIC"
"GW441756","NCIH2052","LUNG","133.61","COSMIC"
"GW441756","NCIH2087","LUNG","213.77","COSMIC"
"GW441756","NCIH209","LUNG","132.73","COSMIC"
"GW441756","NCIH2122","LUNG","3.37","COSMIC"
"GW441756","NCIH2126","LUNG","63.33","COSMIC"
"GW441756","NCIH2170","LUNG","46.45","COSMIC"
"GW441756","NCIH2228","LUNG","18.65","COSMIC"
"GW441756","NCIH226","LUNG","115.85","COSMIC"
"GW441756","NCIH2291","LUNG","266.48","COSMIC"
"GW441756","NCIH2342","LUNG","78.36","COSMIC"
"GW441756","NCIH2347","LUNG","49.94","COSMIC"
"GW441756","NCIH23","LUNG","133.04","COSMIC"
"GW441756","NCIH2405","LUNG","102.99","COSMIC"
"GW441756","NCIH2452","LUNG","202.38","COSMIC"
"GW441756","NCIH28","LUNG","119.79","COSMIC"
"GW441756","NCIH292","LUNG","31.34","COSMIC"
"GW441756","NCIH358","LUNG","21.68","COSMIC"
"GW441756","NCIH441","LUNG","211.03","COSMIC"
"GW441756","NCIH446","LUNG","156.54","COSMIC"
"GW441756","NCIH460","LUNG","35.21","COSMIC"
"GW441756","NCIH510A","LUNG","56.69","COSMIC"
"GW441756","NCIH520","LUNG","44.16","COSMIC"
"GW441756","NCIH526","LUNG","110.93","COSMIC"
"GW441756","NCIH596","LUNG","62.41","COSMIC"
"GW441756","NCIH630","GI:TRACT","160.45","COSMIC"
"GW441756","NCIH650","LUNG","129.53","COSMIC"
"GW441756","NCIH661","LUNG","49.54","COSMIC"
"GW441756","NCIH69","LUNG","166.39","COSMIC"
"GW441756","NCIH720","LUNG","136.45","COSMIC"
"GW441756","NCIH727","LUNG","113.68","COSMIC"
"GW441756","NCIH747","GI:TRACT","184.37","COSMIC"
"GW441756","NCIH810","LUNG","149.02","COSMIC"
"GW441756","NCIH82","LUNG","80.74","COSMIC"
"GW441756","NCIN87","GI:TRACT","62.13","COSMIC"
"GW441756","NCISNU1","GI:TRACT","65.67","COSMIC"
"GW441756","NCISNU5","GI:TRACT","174.57","COSMIC"
"GW441756","NEC8","OTHER","1.23","COSMIC"
"GW441756","NH12","CENTRAL:NERVOUS:SYSTEM","144.49","COSMIC"
"GW441756","NKM1","BLOOD","79.35","COSMIC"
"GW441756","NMCG1","CENTRAL:NERVOUS:SYSTEM","72.40","COSMIC"
"GW441756","no10","CENTRAL:NERVOUS:SYSTEM","92.33","COSMIC"
"GW441756","no11","CENTRAL:NERVOUS:SYSTEM","51.74","COSMIC"
"GW441756","NOMO1","BLOOD","247.36","COSMIC"
"GW441756","NOS1","BONE","15.34","COSMIC"
"GW441756","NTERASclD1","OTHER","29.62","COSMIC"
"GW441756","NUGC3","GI:TRACT","118.79","COSMIC"
"GW441756","NY","BONE","54.16","COSMIC"
"GW441756","OAW28","OVARY","56.20","COSMIC"
"GW441756","OAW42","OVARY","76.26","COSMIC"
"GW441756","OC314","OVARY","19.04","COSMIC"
"GW441756","OCIAML2","BLOOD","92.69","COSMIC"
"GW441756","OCUBM","BREAST","224.69","COSMIC"
"GW441756","OE19","UPPER:AERODIGESTIVE:TRACT","166.89","COSMIC"
"GW441756","OE33","UPPER:AERODIGESTIVE:TRACT","24.77","COSMIC"
"GW441756","OMC1","UTERUS","37.01","COSMIC"
"GW441756","ONS76","CENTRAL:NERVOUS:SYSTEM","9.41","COSMIC"
"GW441756","OSRC2","KIDNEY","11.91","COSMIC"
"GW441756","OVCAR3","OVARY","70.03","COSMIC"
"GW441756","OVCAR4","OVARY","86.14","COSMIC"
"GW441756","OVCAR5","OVARY","4.38","COSMIC"
"GW441756","OVCAR8","OVARY","231.91","COSMIC"
"GW441756","P12ICHIKAWA","BLOOD","19.38","COSMIC"
"GW441756","P30OHK","BLOOD","150.17","COSMIC"
"GW441756","PA1","OVARY","149.35","COSMIC"
"GW441756","PANC0327","PANCREAS","177.64","COSMIC"
"GW441756","PANC0813","PANCREAS","5.84","COSMIC"
"GW441756","PANC1005","PANCREAS","40.44","COSMIC"
"GW441756","PC14","LUNG","158.62","COSMIC"
"GW441756","PC3","OTHER","74.99","COSMIC"
"GW441756","PFSK1","CENTRAL:NERVOUS:SYSTEM","40.30","COSMIC"
"GW441756","PSN1","PANCREAS","43.76","COSMIC"
"GW441756","QIMRWIL","BLOOD","134.89","COSMIC"
"GW441756","Ramos2G64C10","BLOOD","53.51","COSMIC"
"GW441756","RCC10RGB","KIDNEY","201.80","COSMIC"
"GW441756","RCM1","GI:TRACT","239.85","COSMIC"
"GW441756","RD","SOFT:TISSUE","126.03","COSMIC"
"GW441756","RERFLCMS","LUNG","24.32","COSMIC"
"GW441756","RH18","SOFT:TISSUE","163.22","COSMIC"
"GW441756","RH1","SOFT:TISSUE","96.17","COSMIC"
"GW441756","RKO","GI:TRACT","104.37","COSMIC"
"GW441756","RMGI","OVARY","6.48","COSMIC"
"GW441756","RO82W1","THYROID","360.39","COSMIC"
"GW441756","RPMI2650","UPPER:AERODIGESTIVE:TRACT","186.83","COSMIC"
"GW441756","RPMI7951","SKIN","98.40","COSMIC"
"GW441756","RPMI8226","BLOOD","20.41","COSMIC"
"GW441756","RPMI8866","BLOOD","91.49","COSMIC"
"GW441756","RS411","BLOOD","133.02","COSMIC"
"GW441756","RT112","BLADDER","35.39","COSMIC"
"GW441756","RVH421","SKIN","107.64","COSMIC"
"GW441756","RXF393","KIDNEY","104.75","COSMIC"
"GW441756","S117","SOFT:TISSUE","120.38","COSMIC"
"GW441756","Saos2","BONE","157.33","COSMIC"
"GW441756","SAS","UPPER:AERODIGESTIVE:TRACT","97.34","COSMIC"
"GW441756","SBC1","LUNG","152.16","COSMIC"
"GW441756","SBC5","LUNG","261.51","COSMIC"
"GW441756","SCC15","UPPER:AERODIGESTIVE:TRACT","41.19","COSMIC"
"GW441756","SCC25","UPPER:AERODIGESTIVE:TRACT","152.64","COSMIC"
"GW441756","SCC4","UPPER:AERODIGESTIVE:TRACT","56.72","COSMIC"
"GW441756","SCC9","UPPER:AERODIGESTIVE:TRACT","201.31","COSMIC"
"GW441756","SCH","GI:TRACT","237.31","COSMIC"
"GW441756","SF126","CENTRAL:NERVOUS:SYSTEM","147.82","COSMIC"
"GW441756","SF268","CENTRAL:NERVOUS:SYSTEM","92.30","COSMIC"
"GW441756","SF295","CENTRAL:NERVOUS:SYSTEM","94.63","COSMIC"
"GW441756","SF539","CENTRAL:NERVOUS:SYSTEM","123.64","COSMIC"
"GW441756","SH4","SKIN","56.72","COSMIC"
"GW441756","SHP77","LUNG","100.92","COSMIC"
"GW441756","SiHa","UTERUS","10.58","COSMIC"
"GW441756","SJRH30","SOFT:TISSUE","86.90","COSMIC"
"GW441756","SJSA1","BONE","11.39","COSMIC"
"GW441756","SKGIIIa","UTERUS","13.18","COSMIC"
"GW441756","SKHEP1","LIVER","113.48","COSMIC"
"GW441756","SKLMS1","SOFT:TISSUE","113.83","COSMIC"
"GW441756","SKLU1","LUNG","8.13","COSMIC"
"GW441756","SKMEL1","SKIN","80.60","COSMIC"
"GW441756","SKMEL24","SKIN","50.32","COSMIC"
"GW441756","SKMEL28","SKIN","14.17","COSMIC"
"GW441756","SKMEL2","SKIN","191.73","COSMIC"
"GW441756","SKMEL30","SKIN","76.98","COSMIC"
"GW441756","SKMEL3","SKIN","34.55","COSMIC"
"GW441756","SKMES1","LUNG","193.35","COSMIC"
"GW441756","SKNAS","CENTRAL:NERVOUS:SYSTEM","125.40","COSMIC"
"GW441756","SKNDZ","CENTRAL:NERVOUS:SYSTEM","161.30","COSMIC"
"GW441756","SKNEP1","KIDNEY","29.10","COSMIC"
"GW441756","SKNFI","CENTRAL:NERVOUS:SYSTEM","14.19","COSMIC"
"GW441756","SKOV3","OVARY","0.40","COSMIC"
"GW441756","SKPNDW","BONE","4.95","COSMIC"
"GW441756","SKUT1","SOFT:TISSUE","167.04","COSMIC"
"GW441756","SN12C","KIDNEY","59.29","COSMIC"
"GW441756","SNB75","CENTRAL:NERVOUS:SYSTEM","60.33","COSMIC"
"GW441756","SNU387","LIVER","16.34","COSMIC"
"GW441756","SNU423","LIVER","19.78","COSMIC"
"GW441756","SNU449","LIVER","47.09","COSMIC"
"GW441756","SNUC2B","GI:TRACT","34.24","COSMIC"
"GW441756","SW1088","CENTRAL:NERVOUS:SYSTEM","144.26","COSMIC"
"GW441756","SW1116","GI:TRACT","45.74","COSMIC"
"GW441756","SW13","OTHER","119.97","COSMIC"
"GW441756","SW1417","GI:TRACT","95.41","COSMIC"
"GW441756","SW1463","GI:TRACT","142.74","COSMIC"
"GW441756","SW1573","LUNG","70.69","COSMIC"
"GW441756","SW1710","BLADDER","140.12","COSMIC"
"GW441756","SW1783","CENTRAL:NERVOUS:SYSTEM","247.31","COSMIC"
"GW441756","SW1990","PANCREAS","86.19","COSMIC"
"GW441756","SW48","GI:TRACT","245.76","COSMIC"
"GW441756","SW620","GI:TRACT","4.96","COSMIC"
"GW441756","SW626","OVARY","133.41","COSMIC"
"GW441756","SW684","SOFT:TISSUE","150.48","COSMIC"
"GW441756","SW756","UTERUS","0.44","COSMIC"
"GW441756","SW780","BLADDER","90.87","COSMIC"
"GW441756","SW837","GI:TRACT","23.19","COSMIC"
"GW441756","SW872","SOFT:TISSUE","180.75","COSMIC"
"GW441756","SW900","LUNG","38.14","COSMIC"
"GW441756","SW948","GI:TRACT","19.64","COSMIC"
"GW441756","SW954","UTERUS","53.81","COSMIC"
"GW441756","SW962","UTERUS","153.35","COSMIC"
"GW441756","SW982","SOFT:TISSUE","19.08","COSMIC"
"GW441756","T24","BLADDER","0.64","COSMIC"
"GW441756","T47D","BREAST","9.15","COSMIC"
"GW441756","T84","GI:TRACT","99.26","COSMIC"
"GW441756","T98G","CENTRAL:NERVOUS:SYSTEM","177.09","COSMIC"
"GW441756","TCCSUP","BLADDER","106.84","COSMIC"
"GW441756","TE10","UPPER:AERODIGESTIVE:TRACT","184.86","COSMIC"
"GW441756","TE11","UPPER:AERODIGESTIVE:TRACT","95.04","COSMIC"
"GW441756","TE12","UPPER:AERODIGESTIVE:TRACT","94.53","COSMIC"
"GW441756","TE1","UPPER:AERODIGESTIVE:TRACT","14.44","COSMIC"
"GW441756","TE5","UPPER:AERODIGESTIVE:TRACT","144.80","COSMIC"
"GW441756","TE6","UPPER:AERODIGESTIVE:TRACT","48.88","COSMIC"
"GW441756","TE8","UPPER:AERODIGESTIVE:TRACT","201.63","COSMIC"
"GW441756","TE9","UPPER:AERODIGESTIVE:TRACT","19.40","COSMIC"
"GW441756","TGBC11TKB","GI:TRACT","20.91","COSMIC"
"GW441756","TGBC1TKB","GI:TRACT","150.98","COSMIC"
"GW441756","TGBC24TKB","GI:TRACT","93.43","COSMIC"
"GW441756","TI73","BONE","147.94","COSMIC"
"GW441756","TK10","KIDNEY","47.78","COSMIC"
"GW441756","TYKnu","OVARY","45.49","COSMIC"
"GW441756","U031","KIDNEY","119.08","COSMIC"
"GW441756","U118MG","CENTRAL:NERVOUS:SYSTEM","128.17","COSMIC"
"GW441756","U251","CENTRAL:NERVOUS:SYSTEM","71.05","COSMIC"
"GW441756","U266","BLOOD","152.93","COSMIC"
"GW441756","U2OS","BONE","204.43","COSMIC"
"GW441756","U87MG","CENTRAL:NERVOUS:SYSTEM","305.15","COSMIC"
"GW441756","UACC257","SKIN","1.53","COSMIC"
"GW441756","UACC62","SKIN","141.00","COSMIC"
"GW441756","UACC893","BREAST","27.79","COSMIC"
"GW441756","UMC11","LUNG","70.01","COSMIC"
"GW441756","UMUC3","BLADDER","54.31","COSMIC"
"GW441756","VAESBJ","SOFT:TISSUE","18.31","COSMIC"
"GW441756","VMCUB1","BLADDER","14.04","COSMIC"
"GW441756","VMRCRCZ","KIDNEY","125.51","COSMIC"
"GW441756","WM115","SKIN","81.30","COSMIC"
"GW441756","YAPC","PANCREAS","256.06","COSMIC"
"GW441756","YH13","CENTRAL:NERVOUS:SYSTEM","88.39","COSMIC"
"GW441756","YKG1","CENTRAL:NERVOUS:SYSTEM","172.06","COSMIC"
"GW441756","ZR7530","BREAST","84.79","COSMIC"
"GW843682X","697","BLOOD","0.01","COSMIC"
"GW843682X","8MGBA","CENTRAL:NERVOUS:SYSTEM","0.02","COSMIC"
"GW843682X","A101D","SKIN","0.01","COSMIC"
"GW843682X","A253","OTHER","0.05","COSMIC"
"GW843682X","A388","OTHER","0.02","COSMIC"
"GW843682X","A3KAW","GI:TRACT","0.05","COSMIC"
"GW843682X","A498","KIDNEY","1.15","COSMIC"
"GW843682X","A4Fuk","SKIN","0.02","COSMIC"
"GW843682X","A704","KIDNEY","2.69","COSMIC"
"GW843682X","ACN","CENTRAL:NERVOUS:SYSTEM","0.03","COSMIC"
"GW843682X","ALLPO","BLOOD","0.01","COSMIC"
"GW843682X","AM38","CENTRAL:NERVOUS:SYSTEM","54.58","COSMIC"
"GW843682X","ARH77","BLOOD","0.06","COSMIC"
"GW843682X","ATN1","BLOOD","0.02","COSMIC"
"GW843682X","BB30HNC","UPPER:AERODIGESTIVE:TRACT","0.03","COSMIC"
"GW843682X","BB49HNC","UPPER:AERODIGESTIVE:TRACT","0.57","COSMIC"
"GW843682X","BB65RCC","KIDNEY","0.07","COSMIC"
"GW843682X","BC1","BLOOD","0.25","COSMIC"
"GW843682X","BC3","BLOOD","0.47","COSMIC"
